work,n,ok,pattern,quantities,cost,alternatives,unknown_nuclei,flags,nuclei,text
Shield,52,True,LLLSSLSSLLLLLL,LLLSSLSSLLLLLL,1.5,1,0,,ει:L:nature ο:L:position ε:L:position α:S:lexicon ε:S:nature ο:L:position ε:S:nature ι:S:lexicon η:L:nature η:L:nature α:L:position η:L:nature ει:L:nature η:L:line_final,"δεινόν τε κρατερόν τε, βίην Ἡρακληείην·"
Shield,53,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ο:L:position ε:S:nature υ:S:unknown ο:L:position η:L:nature ει:L:nature α:S:lexicon ε:S:nature αι:L:nature ε:S:nature ε:S:nature ι:L:lexicon ο:S:nature ι:S:lexicon ω:L:nature ι:L:lexicon,"τὸν μὲν ὑποδμηθεῖσα κελαινεφέι Κρονίωνι,"
Shield,54,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,1,correption;lexicon_overridden,ο:L:position α:S:lexicon α:S:lexicon ι:L:unknown ι:L:position η:L:nature α:S:lexicon ο:S:nature υ:L:position ο:S:nature ω:S:nature α:L:position ι:S:lexicon υ:S:lexicon ω:L:nature ι:L:lexicon,"τὸν δ’ ἄρα Ἰφικλῆα δορυσσόῳ Ἀμφιτρύωνι,"
Shield,55,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,0.5,1,0,correption,ε:L:position ι:S:lexicon ε:S:nature η:L:nature+position ε:S:nature ε:S:nature η:L:nature+position ο:L:position ε:L:position ο:S:nature ω:S:nature α:L:lexicon ι:S:lexicon ι:S:lexicon ει:L:nature α:L:lexicon,"κεκριμένην γενεήν· τὸν μὲν βροτῷ ἀνδρὶ μιγεῖσα,"
Shield,56,True,LSSLSSLSSLLLSSLL,LSSLSSLSSLLLSSLL,0.0,1,0,,ο:L:position ε:S:nature ι:S:lexicon ι:L:lexicon ο:S:nature ι:S:lexicon ω:L:nature ι:S:lexicon ε:S:nature ω:L:nature+position η:L:nature α:L:position ο:S:nature ι:S:lexicon α:L:lexicon ω:L:line_final,"τὸν δὲ Διὶ Κρονίωνι, θεῶν σημάντορι πάντων."
Shield,57,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,ο:L:position αι:L:nature υ:L:paroxytone_short_ultima ο:S:nature ε:S:nature ε:L:position ε:S:nature α:S:unknown η:L:nature ι:S:unknown α:S:lexicon η:L:nature+position ε:S:nature α:S:lexicon υ:L:lexicon ο:L:line_final,"ὃς καὶ Κύκνον ἔπεφνεν, Ἀρητιάδην μεγάθυμον."
Shield,58,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,3.0,1,0,correption;lexicon_overridden,ευ:L:nature ε:S:nature α:S:lexicon ε:L:position ε:S:nature ε:S:nature ει:L:nature ε:S:nature α:S:lexicon η:L:nature ο:S:nature ου:S:nature α:L:lexicon ο:L:position ω:L:nature ο:L:line_final,εὗρε γὰρ ἐν τεμένει ἑκατηβόλου Ἀπόλλωνος
Shield,59,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,1,lexicon_overridden,αυ:L:nature ο:L:position αι:L:nature α:S:lexicon ε:S:nature α:L:lexicon ο:S:nature α:S:lexicon η:L:nature α:S:unknown α:S:lexicon ο:L:position ο:S:nature ε:S:nature οι:L:nature ο:L:line_final,"αὐτὸν καὶ πατέρα ὅν Ἄρην, ἄατον πολέμοιο,"
Shield,60,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ευ:L:nature ε:S:nature ι:S:lexicon α:L:position ο:S:nature ε:S:nature ου:L:nature+position ε:S:nature α:S:lexicon ω:L:nature+position υ:S:lexicon ο:S:nature αι:L:nature ο:S:nature ε:S:nature οι:L:nature ο:L:line_final,"τεύχεσι λαμπομένους σέλας ὣς πυρὸς αἰθομένοιο,"
Shield,61,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ε:L:position α:S:lexicon ο:S:nature ε:L:position ι:L:position ω:L:nature+position ο:S:nature α:S:lexicon ε:L:position υ:S:lexicon ο:S:nature ω:L:nature ε:S:nature ε:S:nature ι:L:paroxytone_short_ultima οι:L:line_final,ἑσταότ’ ἐν δίφρῳ· χθόνα δ’ ἔκτυπον ὠκέες ἵπποι
Shield,62,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,0,,υ:L:position ο:L:position ε:L:position η:L:nature η:L:nature ι:S:lexicon ο:S:nature ι:L:lexicon ε:L:position α:L:position ι:S:lexicon ε:S:nature η:L:nature ει:L:line_final,"νύσσοντες χηλῇσι, κόνις δέ σφ’ ἀμφιδεδήει"
Shield,63,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,ο:L:position ο:S:nature ε:S:nature η:L:nature+position ε:L:position οι:L:nature ι:S:lexicon υ:S:lexicon α:L:position α:S:lexicon ι:S:lexicon αι:L:nature ο:S:nature ι:S:lexicon ι:L:position ω:L:line_final,κοπτομένη πλεκτοῖσιν ὑφ’ ἅρμασι καὶ ποσὶν ἵππων.
Shield,64,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,2,correption,α:L:position α:S:lexicon α:S:lexicon ευ:L:nature οι:L:nature η:L:nature α:S:lexicon αι:S:nature α:L:position υ:S:lexicon ε:S:nature α:L:position α:S:unknown α:S:unknown ι:L:position ο:L:line_final,ἅρματα δ’ εὐποίητα καὶ ἄντυγες ἀμφαράβιζον
Shield,65,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,ι:L:position ω:L:nature ι:L:lexicon ε:S:nature ε:S:nature ω:L:nature+position ε:S:nature α:S:lexicon η:L:nature ο:S:nature ε:S:nature υ:L:paroxytone_short_ultima ο:S:nature α:S:lexicon υ:L:lexicon ω:L:line_final,"ἵππων ἱεμένων· κεχάρητο δὲ Κύκνος ἀμύμων,"
Shield,66,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ε:L:position ο:S:nature ε:S:nature ο:L:position ι:S:lexicon ο:S:nature υι:L:nature ο:S:nature α:S:lexicon η:L:nature ι:S:lexicon ο:S:nature η:L:nature ι:S:lexicon ο:S:nature ο:L:position ε:L:line_final,ἐλπόμενος Διὸς υἱὸν ἀρήιον ἡνίοχόν τε
Shield,67,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,2.5,1,0,synizesis;correption;synizesis,α:L:position ω:L:nature η:L:nature ιω:L:synizesis ει:L:nature+position αι:S:nature α:S:lexicon ο:L:position υ:S:lexicon α:S:lexicon ευ:L:nature ε:S:nature α:S:lexicon υ:L:lexicon ει:L:line_final,χαλκῷ δηιώσειν καὶ ἀπὸ κλυτὰ τεύχεα δύσειν.
Shield,68,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,3.5,1,0,synizesis;correption;synizesis,α:L:position α:S:lexicon οι:S:nature ευ:L:nature ω:L:nature εω:L:synizesis ου:L:nature ε:L:position υ:S:lexicon ε:S:nature οι:L:nature ο:S:nature α:S:lexicon ο:L:position ω:L:line_final,ἀλλά οἱ εὐχωλέων οὐκ ἔκλυε Φοῖβος Ἀπόλλων·
Shield,69,True,LLLSSLSSLLLLLL,LLLSSLSSLLLLLL,3.0,1,0,correption,αυ:L:nature ο:L:position α:L:lexicon οι:S:nature ε:S:nature ω:L:nature+position ε:S:nature ι:S:lexicon η:L:nature η:L:nature α:L:position η:L:nature ει:L:nature η:L:line_final,αὐτὸς γάρ οἱ ἐπῶρσε βίην Ἡρακληείην.
Shield,70,True,LLLLLSSLLLSSLL,LLLLLSSLLLSSLL,0.0,1,2,,α:L:lexicon α:L:paroxytone_short_ultima ο:L:position αι:L:nature ω:L:nature ο:S:nature α:S:lexicon ο:L:position ω:L:nature ο:L:position α:S:unknown α:S:unknown αι:L:nature ου:L:line_final,πᾶν δ’ ἄλσος καὶ βωμὸς Ἀπόλλωνος Παγασαίου
Shield,71,True,LSSLLLSSLLLSSLL,LSSLLLSSLLLSSLL,4.5,1,0,synizesis;correption;metrical_lengthening;synizesis,α:L:paroxytone_short_ultima ε:S:nature υ:S:lexicon ο:L:nature ει:L:nature οι:L:nature ο:S:nature ε:S:nature ου:L:nature ευ:L:nature εω:L:synizesis ε:S:nature αι:S:nature αυ:L:nature ου:L:line_final,λάμπεν ὑπὸ δεινοῖο θεοῦ τευχέων τε καὶ αὐτοῦ·
Shield,72,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.0,1,0,,υ:L:lexicon ω:L:nature ο:L:position α:L:position ω:L:nature α:S:lexicon ε:S:nature α:L:position ε:S:nature ο:S:nature ι:L:lexicon ε:S:nature ε:S:nature ει:L:nature ου:L:line_final,πῦρ δ’ ὣς ὀφθαλμῶν ἀπελάμπετο. τίς κεν ἐκείνου
Shield,73,True,LLLSSLSSLSSLLLL,LLLSSLSSLSSLLLL,1.5,1,0,,ε:L:position η:L:nature+position η:L:nature ο:S:nature ε:S:nature ω:L:nature+position α:S:lexicon ε:S:nature α:L:position ι:S:lexicon ο:S:nature ο:L:position η:L:nature η:L:nature αι:L:line_final,ἔτλη θνητὸς ἐὼν κατεναντίον ὁρμηθῆναι
Shield,74,True,LLLLLLLSSLSSLL,LLLLLLLSSLSSLL,0.0,1,1,,η:L:nature+position η:L:nature α:L:position η:L:nature ο:L:position αι:L:nature υ:L:lexicon α:S:lexicon ι:S:lexicon ου:L:nature ι:S:unknown ο:S:nature α:L:lexicon ου:L:line_final,πλήν γ’ Ἡρακλῆος καὶ κυδαλίμου Ἰολάου;
Shield,75,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,ει:L:nature ω:L:nature+position α:L:lexicon ε:S:nature α:S:lexicon η:L:nature ε:S:nature ι:S:lexicon η:L:nature αι:L:nature ει:L:nature ε:S:nature α:S:lexicon α:L:position οι:L:line_final,κείνων γὰρ μεγάλη τε βίη καὶ χεῖρες ἄαπτοι
Shield,76,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,1,,ε:L:position ω:L:nature ω:L:nature ε:S:nature ε:S:nature υ:L:unknown ο:S:nature ε:S:nature ι:L:lexicon ι:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon ε:S:nature ε:L:position ι:L:lexicon,ἐξ ὤμων ἐπέφυκον ἐπὶ στιβαροῖσι μέλεσσιν.
Shield,77,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,2.0,1,1,metrical_lengthening,ο:L:position α:S:lexicon ο:S:nature η:L:nature ι:S:lexicon ο:S:nature ο:L:position ο:S:nature ε:S:nature η:L:nature+position α:S:lexicon ε:S:nature ο:L:nature ι:S:unknown ο:S:nature α:L:lexicon ο:L:line_final,ὅς ῥα τόθ’ ἡνίοχον προσέφη κρατερὸν Ἰόλαον·
Shield,78,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,2,cluster_short,η:L:nature ω:L:nature ω:L:nature ι:S:unknown ο:S:nature α:L:unknown ε:S:position ο:S:nature ω:L:nature+position ο:S:nature υ:S:lexicon ι:L:position α:S:lexicon ε:S:nature α:L:lexicon ω:L:line_final,"ἥρως ὦ Ἰόλαε, βροτῶν πολὺ φίλτατε πάντων,"
Shield,79,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,η:L:nature ε:S:nature ε:S:nature α:L:lexicon α:S:lexicon α:S:lexicon ου:L:nature+position α:S:lexicon α:S:lexicon α:L:lexicon οι:S:nature ο:S:nature υ:L:position ο:S:nature ε:S:nature ου:L:nature ι:L:lexicon,"ἦ τε μέγ’ ἀθανάτους μάκαρας, τοὶ Ὄλυμπον ἔχουσιν,"
Shield,80,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.0,1,0,lexicon_overridden,η:L:nature ι:S:lexicon ε:S:nature α:L:position ι:S:lexicon υ:S:lexicon ω:L:nature ο:S:nature ε:S:nature υ:L:position ε:S:nature α:S:lexicon ο:L:position ο:S:nature ι:S:lexicon η:L:nature η:L:line_final,"ἤλιτεν Ἀμφιτρύων, ὅτ’ ἐυστέφανον ποτὶ Θήβην"
Shield,81,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,η:L:nature+position ε:S:nature ι:S:lexicon ω:L:nature+position ι:L:lexicon υ:L:position α:S:lexicon ε:S:nature υ:L:position ι:S:lexicon ε:S:nature ο:L:position ο:S:nature ι:S:lexicon ε:L:position ο:L:line_final,"ἦλθε λιπὼν Τίρυνθα, ἐυκτίμενον πτολίεθρον,"
Shield,82,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,2.0,1,0,synizesis;synizesis,ει:L:nature α:L:lexicon η:L:nature ε:L:position υω:L:synizesis α:S:lexicon ο:S:nature ω:L:nature ε:S:nature ε:S:nature ευ:L:nature υ:S:lexicon ε:S:nature ω:L:nature ω:L:line_final,κτείνας Ἠλεκτρύωνα βοῶν ἕνεκ’ εὐρυμετώπων·
Shield,83,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,1,correption,ι:L:lexicon ε:S:nature ο:S:nature ε:L:position ει:L:nature ο:L:position α:S:lexicon αι:S:nature η:L:nature ι:S:unknown ο:S:nature η:L:nature+position α:S:lexicon υ:S:lexicon ε:L:position ο:L:line_final,"ἵκετο δ’ ἐς Κρείοντα καὶ Ἠνιόχην τανύπεπλον,"
Shield,84,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.5,1,0,correption,οι:L:nature α:S:lexicon ι:S:lexicon η:L:nature+position α:L:position ο:L:position ο:S:nature αι:S:nature α:L:lexicon ε:S:nature α:S:lexicon α:L:lexicon α:S:lexicon α:S:lexicon ει:L:nature ο:L:line_final,"οἵ ῥά μιν ἠσπάζοντο καὶ ἄρμενα πάντα παρεῖχον,"
Shield,85,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,1.5,1,0,correption,η:L:nature ι:S:lexicon η:S:nature ε:L:position ι:S:lexicon ε:S:nature η:L:nature ι:S:lexicon ι:S:lexicon ο:L:position ε:S:nature ε:S:nature η:L:nature ο:S:nature ι:S:lexicon α:L:lexicon ο:L:line_final,"ἣ δίκη ἔσθ’ ἱκέτῃσι, τίον δέ ἑ κηρόθι μᾶλλον."
Shield,86,True,LSSLSSLSSLSSLLLL,LSSLSSLSSLSSLLLL,4.0,1,1,synizesis;correption;synizesis,ω:L:nature ε:S:nature α:S:lexicon α:L:position ο:S:nature ε:S:nature ο:L:position υ:S:lexicon ε:S:nature υ:L:position υ:S:unknown ω:S:nature η:L:nature ε:L:position υω:L:synizesis η:L:line_final,"ζῶε δ’ ἀγαλλόμενος σὺν ἐυσφύρῳ Ἠλεκτρυώνῃ,"
Shield,87,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,η:L:nature α:S:lexicon ο:S:nature ω:L:nature α:S:lexicon α:S:lexicon α:L:paroxytone_short_ultima ε:S:nature ε:S:nature ι:L:position ο:S:nature ε:S:nature ω:L:nature ε:S:nature ι:S:lexicon αυ:L:nature ω:L:line_final,ᾗ ἀλόχῳ· τάχα δ’ ἄμμες ἐπιπλομένων ἐνιαυτῶν
Shield,88,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,ει:L:nature ο:S:nature ε:S:nature ου:L:nature ε:S:nature υ:S:lexicon η:L:nature ε:S:nature α:S:lexicon ι:L:position ι:S:lexicon οι:S:nature ου:L:nature ε:S:nature ο:S:nature η:L:nature α:L:lexicon,"γεινόμεθ’ οὔτε φυὴν ἐναλίγκιοι οὔτε νόημα,"
Shield,89,True,LSSLSSLLLSSLSSLL,LSSLSSLLLSSLSSLL,1.5,1,0,correption,ο:L:position ε:S:nature α:S:lexicon η:L:nature+position αι:S:nature ε:S:nature ω:L:nature ου:L:nature ε:L:position ε:S:nature α:S:lexicon ε:L:position ε:S:nature ε:S:nature ο:L:position ευ:L:line_final,"σός τε πατὴρ καὶ ἐγώ· τοῦ μὲν φρένας ἐξέλετο Ζεύς,"
Shield,90,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ο:L:position ο:S:nature ι:S:lexicon ω:L:nature+position ε:S:nature ε:S:nature ο:L:position ε:S:nature ο:S:nature ο:L:position ε:S:nature ε:S:nature ου:L:nature+position ε:S:nature ο:S:nature η:L:nature α:L:lexicon,ὃς προλιπὼν σφέτερον τε δόμον σφετέρους τε τοκῆας
Shield,91,True,LSSLLLSSLSSLLLL,LSSLLLSSLSSLLLL,1.5,1,2,,ω:L:nature ε:S:nature ο:S:nature ι:L:lexicon η:L:nature ω:L:nature α:S:unknown ι:S:unknown η:L:nature ε:S:nature ο:S:nature ευ:L:nature υ:L:position η:L:nature α:L:lexicon,"ᾤχετο, τιμήσων ἀλιτήμενον Εὐρυσθῆα,"
Shield,92,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,1,,ε:L:position ι:S:lexicon ο:S:nature η:L:nature ου:L:nature ο:L:position α:S:lexicon ε:S:nature ε:L:position ε:S:nature α:S:unknown ι:L:paroxytone_short_ultima ε:S:nature ο:S:nature ι:L:lexicon ω:L:line_final,σχέτλιος· ἦ που πολλὰ μετεστεναχίζετ’ ὀπίσσω
Shield,93,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.0,1,0,,η:L:nature α:L:lexicon η:L:nature ο:S:nature ε:S:nature ω:L:nature η:L:nature ου:L:nature α:S:lexicon ι:S:lexicon α:L:position ε:S:nature ο:S:nature ε:L:position ι:L:lexicon,ἣν ἄτην ὀχέων· ἣ δ’ οὐ παλινάγρετός ἐστιν.
Shield,94,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,0.0,1,0,,αυ:L:nature α:S:lexicon ε:S:nature οι:L:nature αι:L:nature ω:L:nature+position α:S:lexicon ε:S:nature ου:L:nature ε:S:nature ε:S:nature ε:L:position ε:S:nature α:S:lexicon ε:L:position ου:L:line_final,αὐτὰρ ἐμοὶ δαίμων χαλεποὺς ἐπετέλλετ’ ἀέθλους.
Shield,95,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,ω:L:nature ι:S:lexicon ο:S:nature α:L:position α:S:lexicon υ:S:lexicon α:L:circumflex ο:S:nature ε:S:nature η:L:nature ι:S:lexicon α:S:lexicon οι:L:nature ι:S:lexicon ο:S:nature ε:L:position α:L:lexicon,"ὦ φίλος, ἀλλὰ σὺ θᾶσσον ἔχ’ ἡνία φοινικόεντα"
Shield,96,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,ι:L:position ω:L:nature ω:L:nature υ:S:lexicon ο:S:nature ω:L:nature+position ε:S:nature α:S:lexicon ε:L:position ε:S:nature ι:S:lexicon α:L:paroxytone_short_ultima ο:S:nature α:S:lexicon ε:L:position ω:L:line_final,ἵππων ὠκυπόδων· μέγα δὲ φρεσὶ θάρσος ἀέξων
Shield,97,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.5,1,0,correption,ι:L:lexicon υ:S:lexicon ε:S:nature ει:L:nature+position ο:S:nature ο:S:nature α:L:paroxytone_short_ultima α:S:lexicon αι:S:nature ω:L:nature υ:S:lexicon ο:S:nature ω:L:nature+position ε:S:nature ο:S:nature ι:L:position ω:L:line_final,"ἰθὺς ἔχειν θοὸν ἅρμα καὶ ὠκυπόδων σθένος ἵππων,"
Shield,98,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.0,1,0,lexicon_overridden,η:L:nature ε:S:nature υ:S:lexicon ο:L:position ει:L:nature α:L:lexicon υ:S:lexicon ο:S:nature α:L:lexicon ε:S:nature ο:S:nature α:L:position ο:S:nature ο:S:nature οι:L:nature ο:L:line_final,"μηδὲν ὑποδδείσας κτύπον Ἄρεος ἀνδροφόνοιο,"
Shield,99,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.5,1,1,correption,ο:L:position υ:L:lexicon ε:L:position η:L:nature ω:L:nature+position ε:S:nature ι:S:unknown αι:L:nature ε:S:nature αι:S:nature ι:L:lexicon ε:S:nature ο:S:nature α:L:paroxytone_short_ultima ο:L:line_final,ὃς νῦν κεκληγὼς περιμαίνεται ἱερὸν ἄλσος
Shield,100,True,LSSLLLSSLSSLSSLL,LSSLLLSSLSSLSSLL,1.5,1,0,correption;metrical_lengthening,οι:L:nature ου:S:nature α:S:lexicon ο:L:position ω:L:nature ο:L:nature ε:S:nature α:S:lexicon η:L:nature ε:S:nature ε:S:nature α:L:lexicon ο:S:nature α:S:lexicon α:L:lexicon ο:L:line_final,"Φοίβου Ἀπόλλωνος, ἑκατηβελέταο ἄνακτος·"
Shield,101,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,1,lexicon_overridden,η:L:nature η:L:nature+position αι:L:nature+position α:S:lexicon ε:S:nature ο:L:position ε:S:nature ε:S:nature ω:L:nature α:S:lexicon α:S:unknown αι:L:nature ο:S:nature ε:S:nature οι:L:nature ο:L:line_final,ἦ μὴν καὶ κρατερός περ ἐὼν ἄαται πολέμοιο.
Shield,102,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,2.0,1,1,metrical_lengthening,ο:L:position αυ:L:nature ε:L:position ο:S:nature ε:S:nature ει:L:nature ε:S:nature α:S:lexicon ω:L:nature η:L:nature ο:L:nature ι:S:unknown ο:S:nature α:L:lexicon ο:L:line_final,τὸν δ’ αὖτε προσέειπεν ἀμώμητος Ἰόλαος·
Shield,103,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,0,,η:L:nature ει:L:nature η:L:nature α:S:lexicon α:S:lexicon η:L:nature ι:S:lexicon α:S:lexicon η:L:nature α:L:lexicon ω:L:nature+position ε:S:nature ε:S:nature ω:L:nature+position ε:L:line_final,"ἠθεῖ’, ἦ μάλα δή τι πατὴρ ἀνδρῶν τε θεῶν τε"
Shield,104,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.0,1,0,,ι:L:lexicon α:L:nature η:L:nature+position ε:S:nature α:S:lexicon η:L:nature+position αι:L:nature αυ:L:nature ε:S:nature ο:S:nature ε:L:position ο:S:nature ι:S:lexicon αι:L:nature ο:L:line_final,"τιμᾷ σὴν κεφαλὴν καὶ ταύρεος Ἐννοσίγαιος,"
Shield,105,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,1.0,1,0,lexicon_overridden,ο:L:position η:L:nature η:L:nature+position η:L:nature ε:L:position ο:S:nature ε:S:nature ει:L:nature υ:S:lexicon ε:S:nature αι:L:nature ε:S:nature ο:S:nature η:L:nature α:L:lexicon,ὃς Θήβης κρήδεμνον ἔχει ῥύεταί τε πόληα·
Shield,106,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,1.0,1,0,cluster_short,οι:L:nature ο:L:position η:L:nature αι:L:nature ο:L:position ε:S:position ο:S:nature ο:L:position α:S:lexicon ε:S:nature ο:L:position ε:S:nature ε:S:nature α:L:lexicon ε:L:line_final,οἶον δὴ καὶ τόνδε βροτὸν κρατερόν τε μέγαν τε
Shield,107,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,1.0,1,0,lexicon_overridden,α:L:lexicon ε:L:position ει:L:nature α:S:lexicon α:S:lexicon ου:L:nature ι:S:lexicon ι:S:lexicon α:L:lexicon ε:S:nature ο:S:nature ε:L:position ο:S:nature α:S:lexicon η:L:nature αι:L:line_final,"σὰς ἐς χεῖρας ἄγουσιν, ἵνα κλέος ἐσθλὸν ἄρηαι."
Shield,108,True,LSSLSSLSSLSSLSSLL,LSSLSSLSSLSSLSSLL,0.0,1,0,,α:L:position α:S:lexicon ε:S:nature υ:L:lexicon ε:S:nature ο:S:nature ευ:L:nature ε:S:nature α:S:lexicon η:L:nature ι:S:lexicon α:S:lexicon ο:L:position α:S:lexicon α:S:lexicon ι:L:position α:L:lexicon,"ἀλλ’ ἄγε δύσεο τεύχε’ ἀρήια, ὄφρα τάχιστα"
Shield,109,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,0.0,1,1,,ι:L:position ου:L:nature ε:L:position ε:S:nature α:S:unknown α:L:position ε:S:nature α:S:lexicon η:L:nature ο:L:position η:L:nature ε:S:nature ε:S:nature ο:L:position ε:L:line_final,δίφρους ἐμπελάσαντες Ἄρηός θ’ ἡμέτερόν τε
Shield,110,True,LLLSSLSSLLLSSLL,LLLSSLSSLLLSSLL,1.0,1,0,correption,α:L:position ω:L:nature ε:L:position ε:S:nature ει:S:nature ου:L:nature οι:S:nature α:S:lexicon α:L:position η:L:nature ο:L:position ι:S:lexicon ο:S:nature υι:L:nature ο:L:line_final,"μαρνώμεσθ’, ἐπεὶ οὔ τοι ἀτάρβητον Διὸς υἱὸν"
Shield,111,True,LLLSSLLLSSLSSLL,LLLSSLLLSSLSSLL,0.5,1,2,correption,ου:L:nature ι:L:unknown ι:L:position ε:S:nature ι:S:unknown η:L:nature+position ει:L:nature ι:L:position ε:S:nature αι:S:nature α:L:position α:S:lexicon ι:S:lexicon οι:L:nature ω:L:line_final,"οὐδ’ Ἰφικλεΐδην δειδίξεται, ἀλλά μιν οἴω"
Shield,112,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,2,,ευ:L:nature+position ε:L:position αι:L:nature υ:S:lexicon ο:S:nature αι:L:nature α:S:lexicon α:S:lexicon υ:L:lexicon ο:S:nature ο:S:nature α:L:position ε:S:nature ι:S:unknown α:L:unknown ο:L:line_final,"φεύξεσθαι δύο παῖδας ἀμύμονος Ἀλκεΐδαο,"
Shield,113,True,LLLSSLSSLSSLSSLL,LLLSSLSSLSSLSSLL,0.0,1,0,,οι:L:nature η:L:nature+position ι:L:lexicon ε:S:nature ο:S:nature ει:L:nature ι:S:lexicon ι:S:lexicon αι:L:nature ο:S:nature ε:S:nature οι:L:nature ο:S:nature ε:S:nature οι:L:nature ο:L:line_final,"οἳ δή σφι σχεδόν εἰσι, λιλαιόμενοι πολέμοιο"
Shield,114,True,LSSLLLLLSSLSSLL,LSSLLLLLSSLSSLL,0.0,1,0,,υ:L:lexicon ο:S:nature ι:S:lexicon α:L:lexicon η:L:nature αι:L:nature α:L:lexicon ι:L:lexicon ο:S:nature υ:S:lexicon ι:L:position ε:S:nature α:S:lexicon οι:L:nature η:L:line_final,"φυλόπιδα στῆσαι, τά σφιν πολὺ φίλτερα θοίνης."
Shield,115,True,LSSLLLSSLLLLLL,LSSLLLSSLLLLLL,1.5,1,0,,ω:L:nature+position α:S:lexicon ο:S:nature ει:L:nature η:L:nature ε:L:position ε:S:nature ι:S:lexicon η:L:nature η:L:nature α:L:position η:L:nature ει:L:nature η:L:line_final,ὣς φάτο· μείδησεν δὲ βίη Ἡρακληείη
Shield,116,True,LLLLLSSLSSLSSLL,LLLLLSSLSSLSSLL,0.5,1,0,correption,υ:L:lexicon ω:L:nature η:L:nature η:L:nature α:L:lexicon α:S:lexicon α:S:lexicon α:L:lexicon υ:S:lexicon οι:S:nature α:L:lexicon ε:S:nature α:S:lexicon ει:L:nature ε:L:line_final,θυμῷ γηθήσας· μάλα γάρ νύ οἱ ἄρμενα εἶπεν·
