id,book,idx,perseus_n,status,reason,dur,lead,trail,speech,peak,trimmed_dur,text,text_scanned,wav,clean_wav,text_clean,split
b18_l530,18,530,530,ok,,5.973,0.180,0.073,5.720,-7.9,5.450,οἳ δ’ὡς οὖν ἐπύθοντο πολὺν κέλαδον παρὰ βουσὶν,οἳ δ’ὡς οὖν ἐπύθοντο πολὺν κέλαδον παρὰ βουσὶν,data/iliad/raw/Homer/Iliad/book_18/line_530.mp4,data/iliad/wavs/b18_l530.wav,οἳ δ’ ὡς οὖν ἐπύθοντο πολὺν κέλαδον παρὰ βουσὶν,train
b18_l531,18,531,531,ok,,5.973,0.140,0.373,5.460,-7.8,5.710,"εἰράων προπάροιθε καθήμενοι, αὐτίκ’ ἐφ’ ἵππων","εἰράων προπάροιθε καθήμενοι, αὐτίκ’ ἐφ’ ἵππων",data/iliad/raw/Homer/Iliad/book_18/line_531.mp4,data/iliad/wavs/b18_l531.wav,"εἰράων προπάροιθε καθήμενοι, αὐτίκ’ ἐφ’ ἵππων",train
b18_l532,18,532,532,ok,,5.973,0.020,0.013,5.940,-6.8,5.350,"βάντες ἀερσιπόδων μετεκίαθον, αἶψα δ’ἵκοντο.","βάντες ἀερσιπόδων μετεκίαθον, αἶψα δ’ἵκοντο.",data/iliad/raw/Homer/Iliad/book_18/line_532.mp4,data/iliad/wavs/b18_l532.wav,"βάντες ἀερσιπόδων μετεκίαθον, αἶψα δ’ ἵκοντο.",train
b18_l533,18,533,533,ok,,5.973,0.020,0.213,5.740,-9.6,5.610,"στησάμενοι δ’ἐμάχοντο μάχην ποταμοῖο παρ’ ὄχθας,","στησάμενοι δ’ἐμάχοντο μάχην ποταμοῖο παρ’ ὄχθας,",data/iliad/raw/Homer/Iliad/book_18/line_533.mp4,data/iliad/wavs/b18_l533.wav,"στησάμενοι δ’ ἐμάχοντο μάχην ποταμοῖο παρ’ ὄχθας,",train
b18_l534,18,534,534,ok,,5.973,0.020,0.573,5.380,-7.2,5.490,βάλλον δ’ἀλλήλους χαλκήρεσιν ἐγχείῃσιν.,βάλλον δ’ἀλλήλους χαλκήρεσιν ἐγχείῃσιν.,data/iliad/raw/Homer/Iliad/book_18/line_534.mp4,data/iliad/wavs/b18_l534.wav,βάλλον δ’ ἀλλήλους χαλκήρεσιν ἐγχείῃσιν.,train
b18_l535,18,535,535,ok,,5.973,0.160,0.473,5.340,-5.8,5.570,"ἐν δ’Ἔρις ἐν δὲ Κυδοιμὸς ὁμίλεον, ἐν δ’ὀλοὴ Κήρ,","ἐν δ’Ἔρις ἐν δὲ Κυδοιμὸς ὁμίλεον, ἐν δ’ὀλοὴ Κήρ,",data/iliad/raw/Homer/Iliad/book_18/line_535.mp4,data/iliad/wavs/b18_l535.wav,"ἐν δ’ Ἔρις ἐν δὲ Κυδοιμὸς ὁμίλεον, ἐν δ’ ὀλοὴ Κήρ,",train
b18_l536,18,536,536,ok,,5.888,0.120,0.448,5.320,-7.4,5.470,"ἄλλον ζωὸν ἔχουσα νεούτατον, ἄλλον ἄουτον,","ἄλλον ζωὸν ἔχουσα νεούτατον, ἄλλον ἄουτον,",data/iliad/raw/Homer/Iliad/book_18/line_536.mp4,data/iliad/wavs/b18_l536.wav,"ἄλλον ζωὸν ἔχουσα νεούτατον, ἄλλον ἄουτον,",train
b18_l537,18,537,537,ok,,5.973,0.160,0.053,5.760,-7.3,5.670,ἄλλον τεθνηῶτα κατὰ μόθον ἕλκε ποδοῖιν·,ἄλλον τεθνηῶτα κατὰ μόθον ἕλκε ποδοῖιν·,data/iliad/raw/Homer/Iliad/book_18/line_537.mp4,data/iliad/wavs/b18_l537.wav,ἄλλον τεθνηῶτα κατὰ μόθον ἕλκε ποδοῖιν·,train
b18_l538,18,538,538,ok,,5.973,0.100,0.373,5.500,-8.0,5.710,εἷμα δ’ἔχ’ ἀμφ’ ὤμοισι δαφοινεὸν αἵματι φωτῶν.,εἷμα δ’ἔχ’ ἀμφ’ ὤμοισι δαφοινεὸν αἵματι φωτῶν.,data/iliad/raw/Homer/Iliad/book_18/line_538.mp4,data/iliad/wavs/b18_l538.wav,εἷμα δ’ ἔχ’ ἀμφ’ ὤμοισι δαφοινεὸν αἵματι φωτῶν.,train
b18_l539,18,539,539,ok,,5.973,0.160,1.573,4.240,-8.0,4.470,"ὡμίλευν δ’ὥς τε ζωοὶ βροτοὶ ἠδ’ ἐμάχοντο,","ὡμίλευν δ’ὥς τε ζωοὶ βροτοὶ ἠδ’ ἐμάχοντο,",data/iliad/raw/Homer/Iliad/book_18/line_539.mp4,data/iliad/wavs/b18_l539.wav,"ὡμίλευν δ’ ὥς τε ζωοὶ βροτοὶ ἠδ’ ἐμάχοντο,",train
b18_l540,18,540,540,ok,,5.973,0.020,0.453,5.500,-7.9,5.650,νεκρούς τ’ἀλλήλων ἔρυον κατατεθνηῶτας.,νεκρούς τ’ἀλλήλων ἔρυον κατατεθνηῶτας.,data/iliad/raw/Homer/Iliad/book_18/line_540.mp4,data/iliad/wavs/b18_l540.wav,νεκρούς τ’ ἀλλήλων ἔρυον κατατεθνηῶτας.,train
b18_l541,18,541,541,ok,,5.973,0.080,0.013,5.880,-8.4,4.770,ἐν δ’ἐτίθει νειὸν μαλακὴν πίειραν ἄρουραν,ἐν δ’ἐτίθει νειὸν μαλακὴν πίειραν ἄρουραν,data/iliad/raw/Homer/Iliad/book_18/line_541.mp4,data/iliad/wavs/b18_l541.wav,ἐν δ’ ἐτίθει νειὸν μαλακὴν πίειραν ἄρουραν,train
b18_l542,18,542,542,ok,,5.973,0.100,0.153,5.720,-7.4,5.590,εὐρεῖαν τρίπολον· πολλοὶ δ’ἀροτῆρες ἐν αὐτῇ,εὐρεῖαν τρίπολον· πολλοὶ δ’ἀροτῆρες ἐν αὐτῇ,data/iliad/raw/Homer/Iliad/book_18/line_542.mp4,data/iliad/wavs/b18_l542.wav,εὐρεῖαν τρίπολον· πολλοὶ δ’ ἀροτῆρες ἐν αὐτῇ,train
b18_l543,18,543,543,ok,,5.973,0.020,0.833,5.120,-7.5,5.270,ζεύγεα δινεύοντες ἐλάστρεον ἔνθα καὶ ἔνθα.,ζεύγεα δινεύοντες ἐλάστρεον ἔνθα καὶ ἔνθα.,data/iliad/raw/Homer/Iliad/book_18/line_543.mp4,data/iliad/wavs/b18_l543.wav,ζεύγεα δινεύοντες ἐλάστρεον ἔνθα καὶ ἔνθα.,train
b18_l544,18,544,544,ok,,5.973,0.120,0.053,5.800,-6.7,5.690,"οἳ δ’ὁπότε στρέψαντες ἱκοίατο τέλσον ἀρούρης,","οἳ δ’ὁπότε στρέψαντες ἱκοίατο τέλσον ἀρούρης,",data/iliad/raw/Homer/Iliad/book_18/line_544.mp4,data/iliad/wavs/b18_l544.wav,"οἳ δ’ ὁπότε στρέψαντες ἱκοίατο τέλσον ἀρούρης,",train
b18_l545,18,545,545,ok,,5.973,0.120,0.173,5.680,-7.4,5.530,τοῖσι δ’ἔπειτ’ ἐν χερσὶ δέπας μελιηδέος οἴνου,τοῖσι δ’ἔπειτ’ ἐν χερσὶ δέπας μελιηδέος οἴνου,data/iliad/raw/Homer/Iliad/book_18/line_545.mp4,data/iliad/wavs/b18_l545.wav,τοῖσι δ’ ἔπειτ’ ἐν χερσὶ δέπας μελιηδέος οἴνου,train
b18_l546,18,546,546,ok,,5.973,0.140,0.513,5.320,-9.1,5.570,"δόσκεν ἀνὴρ ἐπιών· τοὶ δὲ στρέψασκον ἀν’ ὄγμους,","δόσκεν ἀνὴρ ἐπιών· τοὶ δὲ στρέψασκον ἀν’ ὄγμους,",data/iliad/raw/Homer/Iliad/book_18/line_546.mp4,data/iliad/wavs/b18_l546.wav,"δόσκεν ἀνὴρ ἐπιών· τοὶ δὲ στρέψασκον ἀν’ ὄγμους,",train
b18_l547,18,547,547,ok,,5.973,0.120,0.513,5.340,-8.0,5.550,ἱέμενοι νειοῖο βαθείης τέλσον ἱκέσθαι.,ἱέμενοι νειοῖο βαθείης τέλσον ἱκέσθαι.,data/iliad/raw/Homer/Iliad/book_18/line_547.mp4,data/iliad/wavs/b18_l547.wav,ἱέμενοι νειοῖο βαθείης τέλσον ἱκέσθαι.,train
b18_l548,18,548,548,ok,,5.973,0.140,0.613,5.220,-8.2,5.450,"ἣ δὲ μελαίνετ’ ὄπισθεν, ἀρηρομένῃ δὲ ἐῴκει,","ἣ δὲ μελαίνετ’ ὄπισθεν, ἀρηρομένῃ δὲ ἐῴκει,",data/iliad/raw/Homer/Iliad/book_18/line_548.mp4,data/iliad/wavs/b18_l548.wav,"ἣ δὲ μελαίνετ’ ὄπισθεν, ἀρηρομένῃ δὲ ἐῴκει,",train
b18_l549,18,549,549,ok,,5.973,0.060,0.793,5.120,-8.7,5.330,χρυσείη περ ἐοῦσα· τὸ δὴ περὶ θαῦμα τέτυκτο.,χρυσείη περ ἐοῦσα· τὸ δὴ περὶ θαῦμα τέτυκτο.,data/iliad/raw/Homer/Iliad/book_18/line_549.mp4,data/iliad/wavs/b18_l549.wav,χρυσείη περ ἐοῦσα· τὸ δὴ περὶ θαῦμα τέτυκτο.,train
b18_l550,18,550,550,ok,,6.059,0.280,1.379,4.400,-7.4,4.630,ἐν δ’ἐτίθει τέμενος βασιλήϊον· ἔνθα δ’ἔριθοι,ἐν δ’ἐτίθει τέμενος βασιλήϊον· ἔνθα δ’ἔριθοι,data/iliad/raw/Homer/Iliad/book_18/line_550.mp4,data/iliad/wavs/b18_l550.wav,ἐν δ’ ἐτίθει τέμενος βασιλήϊον· ἔνθα δ’ ἔριθοι,train
b18_l551,18,551,551,ok,,5.973,0.140,0.133,5.700,-8.9,5.510,ἤμων ὀξείας δρεπάνας ἐν χερσὶν ἔχοντες.,ἤμων ὀξείας δρεπάνας ἐν χερσὶν ἔχοντες.,data/iliad/raw/Homer/Iliad/book_18/line_551.mp4,data/iliad/wavs/b18_l551.wav,ἤμων ὀξείας δρεπάνας ἐν χερσὶν ἔχοντες.,train
b18_l552,18,552,552,ok,,5.973,0.020,0.793,5.160,-8.3,5.310,"δράγματα δ’ἄλλα μετ’ ὄγμον ἐπήτριμα πῖπτον ἔραζε,","δράγματα δ’ἄλλα μετ’ ὄγμον ἐπήτριμα πῖπτον ἔραζε,",data/iliad/raw/Homer/Iliad/book_18/line_552.mp4,data/iliad/wavs/b18_l552.wav,"δράγματα δ’ ἄλλα μετ’ ὄγμον ἐπήτριμα πῖπτον ἔραζε,",train
b18_l553,18,553,553,ok,,5.973,0.080,0.793,5.100,-7.8,5.330,ἄλλα δ’ἀμαλλοδετῆρες ἐν ἐλλεδανοῖσι δέοντο.,ἄλλα δ’ἀμαλλοδετῆρες ἐν ἐλλεδανοῖσι δέοντο.,data/iliad/raw/Homer/Iliad/book_18/line_553.mp4,data/iliad/wavs/b18_l553.wav,ἄλλα δ’ ἀμαλλοδετῆρες ἐν ἐλλεδανοῖσι δέοντο.,train
b18_l554,18,554,554,ok,,5.973,0.040,0.733,5.200,-7.8,5.390,τρεῖς δ’ἄρ’ ἀμαλλοδετῆρες ἐφέστασαν· αὐτὰρ ὄπισθε,τρεῖς δ’ἄρ’ ἀμαλλοδετῆρες ἐφέστασαν· αὐτὰρ ὄπισθε,data/iliad/raw/Homer/Iliad/book_18/line_554.mp4,data/iliad/wavs/b18_l554.wav,τρεῖς δ’ ἄρ’ ἀμαλλοδετῆρες ἐφέστασαν· αὐτὰρ ὄπισθε,train
b18_l555,18,555,555,ok,,5.973,0.120,0.633,5.220,-6.2,5.470,παῖδες δραγμεύοντες ἐν ἀγκαλίδεσσι φέροντες,παῖδες δραγμεύοντες ἐν ἀγκαλίδεσσι φέροντες,data/iliad/raw/Homer/Iliad/book_18/line_555.mp4,data/iliad/wavs/b18_l555.wav,παῖδες δραγμεύοντες ἐν ἀγκαλίδεσσι φέροντες,val
b18_l556,18,556,556,ok,,5.973,0.120,0.013,5.840,-8.3,5.953,ἀσπερχὲς πάρεχον· βασιλεὺς δ’ἐν τοῖσι σιωπῇ,ἀσπερχὲς πάρεχον· βασιλεὺς δ’ἐν τοῖσι σιωπῇ,data/iliad/raw/Homer/Iliad/book_18/line_556.mp4,data/iliad/wavs/b18_l556.wav,ἀσπερχὲς πάρεχον· βασιλεὺς δ’ ἐν τοῖσι σιωπῇ,train
b18_l557,18,557,557,ok,,5.973,0.020,0.073,5.880,-8.9,5.550,σκῆπτρον ἔχων ἑστήκει ἐπ’ ὄγμου γηθόσυνος κῆρ.,σκῆπτρον ἔχων ἑστήκει ἐπ’ ὄγμου γηθόσυνος κῆρ.,data/iliad/raw/Homer/Iliad/book_18/line_557.mp4,data/iliad/wavs/b18_l557.wav,σκῆπτρον ἔχων ἑστήκει ἐπ’ ὄγμου γηθόσυνος κῆρ.,train
b18_l558,18,558,558,ok,,5.973,0.140,0.153,5.680,-8.1,5.270,"κήρυκες δ’ἀπάνευθεν ὑπὸ δρυῒ δαῖτα πένοντο,","κήρυκες δ’ἀπάνευθεν ὑπὸ δρυῒ δαῖτα πένοντο,",data/iliad/raw/Homer/Iliad/book_18/line_558.mp4,data/iliad/wavs/b18_l558.wav,"κήρυκες δ’ ἀπάνευθεν ὑπὸ δρυῒ δαῖτα πένοντο,",train
b18_l559,18,559,559,ok,,5.973,0.100,0.453,5.420,-5.6,5.670,βοῦν δ’ἱερεύσαντες μέγαν ἄμφεπον· αἳ δὲ γυναῖκες,βοῦν δ’ἱερεύσαντες μέγαν ἄμφεπον· αἳ δὲ γυναῖκες,data/iliad/raw/Homer/Iliad/book_18/line_559.mp4,data/iliad/wavs/b18_l559.wav,βοῦν δ’ ἱερεύσαντες μέγαν ἄμφεπον· αἳ δὲ γυναῖκες,train
b18_l560,18,560,560,ok,,5.973,0.020,0.673,5.280,-6.8,5.390,δεῖπνον ἐρίθοισιν λεύκ’ ἄλφιτα πολλὰ πάλυνον.,δεῖπνον ἐρίθοισιν λεύκ’ ἄλφιτα πολλὰ πάλυνον.,data/iliad/raw/Homer/Iliad/book_18/line_560.mp4,data/iliad/wavs/b18_l560.wav,δεῖπνον ἐρίθοισιν λεύκ’ ἄλφιτα πολλὰ πάλυνον.,train
b18_l561,18,561,561,ok,,6.059,0.140,0.379,5.540,-9.1,5.770,ἐν δ’ἐτίθει σταφυλῇσι μέγα βρίθουσαν ἀλωὴν,ἐν δ’ἐτίθει σταφυλῇσι μέγα βρίθουσαν ἀλωὴν,data/iliad/raw/Homer/Iliad/book_18/line_561.mp4,data/iliad/wavs/b18_l561.wav,ἐν δ’ ἐτίθει σταφυλῇσι μέγα βρίθουσαν ἀλωὴν,train
b18_l562,18,562,562,ok,,5.973,0.100,0.613,5.260,-8.1,5.470,"καλὴν χρυσείην· μέλανες δ’ἀνὰ βότρυες ἦσαν,","καλὴν χρυσείην· μέλανες δ’ἀνὰ βότρυες ἦσαν,",data/iliad/raw/Homer/Iliad/book_18/line_562.mp4,data/iliad/wavs/b18_l562.wav,"καλὴν χρυσείην· μέλανες δ’ ἀνὰ βότρυες ἦσαν,",train
b18_l563,18,563,563,ok,,5.973,0.100,0.673,5.200,-8.2,5.430,ἑστήκει δὲ κάμαξι διαμπερὲς ἀργυρέῃσιν.,ἑστήκει δὲ κάμαξι διαμπερὲς ἀργυρέῃσιν.,data/iliad/raw/Homer/Iliad/book_18/line_563.mp4,data/iliad/wavs/b18_l563.wav,ἑστήκει δὲ κάμαξι διαμπερὲς ἀργυρέῃσιν.,train
b18_l564,18,564,564,ok,,5.888,0.060,0.748,5.080,-7.4,5.290,"ἀμφὶ δὲ κυανέην κάπετον, περὶ δ’ἕρκος ἔλασσε","ἀμφὶ δὲ κυανέην κάπετον, περὶ δ’ἕρκος ἔλασσε",data/iliad/raw/Homer/Iliad/book_18/line_564.mp4,data/iliad/wavs/b18_l564.wav,"ἀμφὶ δὲ κυανέην κάπετον, περὶ δ’ ἕρκος ἔλασσε",train
b18_l565,18,565,565,ok,,5.973,0.140,1.253,4.580,-6.7,4.770,"κασσιτέρου· μία δ’οἴη ἀταρπιτὸς ἦεν ἐπ’ αὐτήν,","κασσιτέρου· μία δ’οἴη ἀταρπιτὸς ἦεν ἐπ’ αὐτήν,",data/iliad/raw/Homer/Iliad/book_18/line_565.mp4,data/iliad/wavs/b18_l565.wav,"κασσιτέρου· μία δ’ οἴη ἀταρπιτὸς ἦεν ἐπ’ αὐτήν,",train
b18_l566,18,566,566,ok,,5.973,0.180,0.453,5.340,-6.9,5.550,τῇ νίσοντο φορῆες ὅτε τρυγόῳεν ἀλωήν.,τῇ νίσοντο φορῆες ὅτε τρυγόῳεν ἀλωήν.,data/iliad/raw/Homer/Iliad/book_18/line_566.mp4,data/iliad/wavs/b18_l566.wav,τῇ νίσοντο φορῆες ὅτε τρυγόῳεν ἀλωήν.,train
b18_l567,18,567,567,ok,,5.973,0.140,1.293,4.540,-9.5,4.770,παρθενικαὶ δὲ καὶ ἠΐθεοι ἀταλὰ φρονέοντες,παρθενικαὶ δὲ καὶ ἠΐθεοι ἀταλὰ φρονέοντες,data/iliad/raw/Homer/Iliad/book_18/line_567.mp4,data/iliad/wavs/b18_l567.wav,παρθενικαὶ δὲ καὶ ἠΐθεοι ἀταλὰ φρονέοντες,train
b18_l568,18,568,568,ok,,5.973,0.020,0.633,5.320,-8.7,5.450,πλεκτοῖς ἐν ταλάροισι φέρον μελιηδέα καρπόν.,πλεκτοῖς ἐν ταλάροισι φέρον μελιηδέα καρπόν.,data/iliad/raw/Homer/Iliad/book_18/line_568.mp4,data/iliad/wavs/b18_l568.wav,πλεκτοῖς ἐν ταλάροισι φέρον μελιηδέα καρπόν.,train
b18_l569,18,569,569,ok,,5.973,0.100,0.473,5.400,-7.1,5.630,τοῖσιν δ’ἐν μέσσοισι πάϊς φόρμιγγι λιγείῃ,τοῖσιν δ’ἐν μέσσοισι πάϊς φόρμιγγι λιγείῃ,data/iliad/raw/Homer/Iliad/book_18/line_569.mp4,data/iliad/wavs/b18_l569.wav,τοῖσιν δ’ ἐν μέσσοισι πάϊς φόρμιγγι λιγείῃ,train
b18_l570,18,570,570,ok,,5.888,0.100,0.688,5.100,-7.6,5.310,"ἱμερόεν κιθάριζε, λίνον δ’ὑπὸ καλὸν ἄειδε","ἱμερόεν κιθάριζε, λίνον δ’ὑπὸ καλὸν ἄειδε",data/iliad/raw/Homer/Iliad/book_18/line_570.mp4,data/iliad/wavs/b18_l570.wav,"ἱμερόεν κιθάριζε, λίνον δ’ ὑπὸ καλὸν ἄειδε",train
b18_l571,18,571,571,ok,,5.973,0.020,0.013,5.940,-8.8,5.630,λεπταλέῃ φωνῇ· τοὶ δὲ ῥήσσοντες ἁμαρτῇ,λεπταλέῃ φωνῇ· τοὶ δὲ ῥήσσοντες ἁμαρτῇ,data/iliad/raw/Homer/Iliad/book_18/line_571.mp4,data/iliad/wavs/b18_l571.wav,λεπταλέῃ φωνῇ· τοὶ δὲ ῥήσσοντες ἁμαρτῇ,train
b18_l572,18,572,572,ok,,5.973,0.100,0.813,5.060,-7.2,5.310,μολπῇ τ’ἰυγμῷ τε ποσὶ σκαίροντες ἕποντο.,μολπῇ τ’ἰυγμῷ τε ποσὶ σκαίροντες ἕποντο.,data/iliad/raw/Homer/Iliad/book_18/line_572.mp4,data/iliad/wavs/b18_l572.wav,μολπῇ τ’ ἰυγμῷ τε ποσὶ σκαίροντες ἕποντο.,train
b18_l573,18,573,573,ok,,6.059,0.240,0.419,5.400,-9.3,5.610,ἐν δ’ἀγέλην ποίησε βοῶν ὀρθοκραιράων·,ἐν δ’ἀγέλην ποίησε βοῶν ὀρθοκραιράων·,data/iliad/raw/Homer/Iliad/book_18/line_573.mp4,data/iliad/wavs/b18_l573.wav,ἐν δ’ ἀγέλην ποίησε βοῶν ὀρθοκραιράων·,val
b18_l574,18,574,574,ok,,5.973,0.140,0.793,5.040,-6.9,5.290,"αἳ δὲ βόες χρυσοῖο τετεύχατο κασσιτέρου τε,","αἳ δὲ βόες χρυσοῖο τετεύχατο κασσιτέρου τε,",data/iliad/raw/Homer/Iliad/book_18/line_574.mp4,data/iliad/wavs/b18_l574.wav,"αἳ δὲ βόες χρυσοῖο τετεύχατο κασσιτέρου τε,",train
b18_l575,18,575,575,ok,,5.973,0.120,0.773,5.080,-7.4,5.330,μυκηθμῷ δ’ἀπὸ κόπρου ἐπεσσεύοντο νομὸν δὲ,μυκηθμῷ δ’ἀπὸ κόπρου ἐπεσσεύοντο νομὸν δὲ,data/iliad/raw/Homer/Iliad/book_18/line_575.mp4,data/iliad/wavs/b18_l575.wav,μυκηθμῷ δ’ ἀπὸ κόπρου ἐπεσσεύοντο νομὸν δὲ,train
b18_l576,18,576,576,ok,,5.973,0.160,0.813,5.000,-8.9,5.250,"πὰρ ποταμὸν κελάδοντα, παρὰ ῥοδανὸν δονακῆα.","πὰρ ποταμὸν κελάδοντα, παρὰ ῥοδανὸν δονακῆα.",data/iliad/raw/Homer/Iliad/book_18/line_576.mp4,data/iliad/wavs/b18_l576.wav,"πὰρ ποταμὸν κελάδοντα, παρὰ ῥοδανὸν δονακῆα.",train
b18_l577,18,577,577,ok,,5.973,0.020,0.793,5.160,-8.2,5.310,χρύσειοι δὲ νομῆες ἅμ’ ἐστιχόωντο βόεσσι,χρύσειοι δὲ νομῆες ἅμ’ ἐστιχόωντο βόεσσι,data/iliad/raw/Homer/Iliad/book_18/line_577.mp4,data/iliad/wavs/b18_l577.wav,χρύσειοι δὲ νομῆες ἅμ’ ἐστιχόωντο βόεσσι,train
b18_l578,18,578,578,ok,,5.973,0.140,0.013,5.820,-8.8,5.933,"τέσσαρες, ἐννέα δέ σφι κύνες πόδας ἀργοὶ ἕποντο.","τέσσαρες, ἐννέα δέ σφι κύνες πόδας ἀργοὶ ἕποντο.",data/iliad/raw/Homer/Iliad/book_18/line_578.mp4,data/iliad/wavs/b18_l578.wav,"τέσσαρες, ἐννέα δέ σφι κύνες πόδας ἀργοὶ ἕποντο.",train
b18_l579,18,579,579,ok,,5.973,0.020,0.833,5.120,-5.8,5.290,σμερδαλέω δὲ λέοντε δύ’ ἐν πρώτῃσι βόεσσι,σμερδαλέω δὲ λέοντε δύ’ ἐν πρώτῃσι βόεσσι,data/iliad/raw/Homer/Iliad/book_18/line_579.mp4,data/iliad/wavs/b18_l579.wav,σμερδαλέω δὲ λέοντε δύ’ ἐν πρώτῃσι βόεσσι,train
b18_l580,18,580,580,ok,,5.973,0.100,0.393,5.480,-7.9,5.710,ταῦρον ἐρύγμηλον ἐχέτην· ὃ δὲ μακρὰ μεμυκὼς,ταῦρον ἐρύγμηλον ἐχέτην· ὃ δὲ μακρὰ μεμυκὼς,data/iliad/raw/Homer/Iliad/book_18/line_580.mp4,data/iliad/wavs/b18_l580.wav,ταῦρον ἐρύγμηλον ἐχέτην· ὃ δὲ μακρὰ μεμυκὼς,train
b18_l581,18,581,581,ok,,5.973,0.060,0.673,5.240,-5.9,5.430,ἕλκετο· τὸν δὲ κύνες μετεκίαθον ἠδ’ αἰζηοί.,ἕλκετο· τὸν δὲ κύνες μετεκίαθον ἠδ’ αἰζηοί.,data/iliad/raw/Homer/Iliad/book_18/line_581.mp4,data/iliad/wavs/b18_l581.wav,ἕλκετο· τὸν δὲ κύνες μετεκίαθον ἠδ’ αἰζηοί.,train
b18_l582,18,582,582,ok,,5.973,0.100,0.113,5.760,-8.4,5.590,τὼ μὲν ἀναρρήξαντε βοὸς μεγάλοιο βοείην,τὼ μὲν ἀναρρήξαντε βοὸς μεγάλοιο βοείην,data/iliad/raw/Homer/Iliad/book_18/line_582.mp4,data/iliad/wavs/b18_l582.wav,τὼ μὲν ἀναρρήξαντε βοὸς μεγάλοιο βοείην,train
b18_l583,18,583,583,ok,,5.973,0.100,0.533,5.340,-9.9,5.590,ἔγκατα καὶ μέλαν αἷμα λαφύσσετον· οἳ δὲ νομῆες,ἔγκατα καὶ μέλαν αἷμα λαφύσσετον· οἳ δὲ νομῆες,data/iliad/raw/Homer/Iliad/book_18/line_583.mp4,data/iliad/wavs/b18_l583.wav,ἔγκατα καὶ μέλαν αἷμα λαφύσσετον· οἳ δὲ νομῆες,train
b18_l584,18,584,584,ok,,5.973,0.120,0.533,5.320,-7.3,5.550,αὔτως ἐνδίεσαν ταχέας κύνας ὀτρύνοντες.,αὔτως ἐνδίεσαν ταχέας κύνας ὀτρύνοντες.,data/iliad/raw/Homer/Iliad/book_18/line_584.mp4,data/iliad/wavs/b18_l584.wav,αὔτως ἐνδίεσαν ταχέας κύνας ὀτρύνοντες.,train
b18_l585,18,585,585,ok,,5.973,0.080,1.233,4.660,-6.6,4.870,"οἳ δ’ἤτοι δακέειν μὲν ἀπετρωπῶντο λεόντων,","οἳ δ’ἤτοι δακέειν μὲν ἀπετρωπῶντο λεόντων,",data/iliad/raw/Homer/Iliad/book_18/line_585.mp4,data/iliad/wavs/b18_l585.wav,"οἳ δ’ ἤτοι δακέειν μὲν ἀπετρωπῶντο λεόντων,",train
b18_l586,18,586,586,ok,,5.973,0.180,0.813,4.980,-7.8,5.210,ἱστάμενοι δὲ μάλ’ ἐγγὺς ὑλάκτεον ἔκ τ’ἀλέοντο.,ἱστάμενοι δὲ μάλ’ ἐγγὺς ὑλάκτεον ἔκ τ’ἀλέοντο.,data/iliad/raw/Homer/Iliad/book_18/line_586.mp4,data/iliad/wavs/b18_l586.wav,ἱστάμενοι δὲ μάλ’ ἐγγὺς ὑλάκτεον ἔκ τ’ ἀλέοντο.,train
b18_l587,18,587,587,ok,,6.059,0.260,0.499,5.300,-11.2,5.510,ἐν δὲ νομὸν ποίησε περικλυτὸς ἀμφιγυήεις,ἐν δὲ νομὸν ποίησε περικλυτὸς ἀμφιγυήεις,data/iliad/raw/Homer/Iliad/book_18/line_587.mp4,data/iliad/wavs/b18_l587.wav,ἐν δὲ νομὸν ποίησε περικλυτὸς ἀμφιγυήεις,train
b18_l588,18,588,588,ok,,5.973,0.080,0.133,5.760,-9.0,5.650,"ἐν καλῇ βήσσῃ μέγαν οἰῶν ἀργεννάων,","ἐν καλῇ βήσσῃ μέγαν οἰῶν ἀργεννάων,",data/iliad/raw/Homer/Iliad/book_18/line_588.mp4,data/iliad/wavs/b18_l588.wav,"ἐν καλῇ βήσσῃ μέγαν οἰῶν ἀργεννάων,",train
b18_l589,18,589,589,ok,,5.888,0.020,0.408,5.460,-9.6,5.610,σταθμούς τε κλισίας τε κατηρεφέας ἰδὲ σηκούς.,σταθμούς τε κλισίας τε κατηρεφέας ἰδὲ σηκούς.,data/iliad/raw/Homer/Iliad/book_18/line_589.mp4,data/iliad/wavs/b18_l589.wav,σταθμούς τε κλισίας τε κατηρεφέας ἰδὲ σηκούς.,train
b18_l590,18,590,590,ok,,6.059,0.220,0.419,5.420,-8.0,5.650,"ἐν δὲ χορὸν ποίκιλλε περικλυτὸς ἀμφιγυήεις,","ἐν δὲ χορὸν ποίκιλλε περικλυτὸς ἀμφιγυήεις,",data/iliad/raw/Homer/Iliad/book_18/line_590.mp4,data/iliad/wavs/b18_l590.wav,"ἐν δὲ χορὸν ποίκιλλε περικλυτὸς ἀμφιγυήεις,",train
b18_l591,18,591,591,ok,,5.973,0.100,0.013,5.860,-8.2,4.730,τῷ ἴκελον οἷόν ποτ’ ἐνὶ Κνωσῷ εὐρείῃ,τῷ ἴκελον οἷόν ποτ’ ἐνὶ Κνωσῷ εὐρείῃ,data/iliad/raw/Homer/Iliad/book_18/line_591.mp4,data/iliad/wavs/b18_l591.wav,τῷ ἴκελον οἷόν ποτ’ ἐνὶ Κνωσῷ εὐρείῃ,train
