token,wordform,phones,count
ἀνδρὸς_2,ἀνδρὸς,aː n d r o z,3
ἀνδρῶν_1,ἀνδρῶν,aː n d r ɔː n,189
ἀνδύεται_1,ἀνδύεται,a n d y e t ai,1
ἀνείλετο_1,ἀνείλετο,a n eː l e t o,1
ἀνείρετο_1,ἀνείρετο,a n eː r e t o,1
ἀνεγνάμφθη_1,ἀνεγνάμφθη,a n e g n a m pʰ tʰ ɛː,3
ἀνεκτά_1,ἀνεκτά,a n e k t a,1
ἀνεκτός_1,ἀνεκτός,a n e k t o s,2
ἀνεκτῶς_1,ἀνεκτῶς,a n e k t ɔː s,1
ἀνελέσθαι_1,ἀνελέσθαι,a n e l e s tʰ ai,2
ἀνελόντες_1,ἀνελόντες,a n e l o n t e s,1
ἀνελὼν_1,ἀνελὼν,a n e l ɔː n,2
ἀνεμοτρεφές_1,ἀνεμοτρεφές,a n e m o t r e pʰ e s,1
ἀνεμοτρεφὲς_1,ἀνεμοτρεφὲς,a n e m o t r e pʰ e s,1
ἀνεμώλια_1,ἀνεμώλια,a n e m ɔː l i a,2
ἀνεμώλιοι_1,ἀνεμώλιοι,a n e m ɔː l i oi,1
ἀνεμώλιον_1,ἀνεμώλιον,a n e m ɔː l i o n,1
ἀνενείκατο_1,ἀνενείκατο,a n e n eː k a t o,1
ἀνεπᾶλτο_1,ἀνεπᾶλτο,a n e p a l t o,1
ἀνερχομένῳ_1,ἀνερχομένῳ,a n e r kʰ o m e n ɔːi,2
ἀνεσπάσατ’_1,ἀνεσπάσατ’,a n e s p a s a t,1
ἀνεστενάχιζ’_1,ἀνεστενάχιζ’,a n e s t e n a kʰ i z d,1
ἀνεστενάχοντο_1,ἀνεστενάχοντο,a n e s t e n a kʰ o n t o,2
ἀνεχάζεθ’_1,ἀνεχάζεθ’,a n e kʰ a z d e tʰ,1
ἀνεχάζετο_1,ἀνεχάζετο,a n e kʰ a z d e t o,4
ἀνεψιοὶ_1,ἀνεψιοὶ,a n e p s i oi,1
ἀνεψιοῦ_1,ἀνεψιοῦ,a n e p s iː uː,1
ἀνεψιὸν_1,ἀνεψιὸν,a n e p s i o n,3
ἀνηκούστησεν_1,ἀνηκούστησεν,a n ɛː k uː s t ɛː s e n,2
ἀνηρείψαντο_1,ἀνηρείψαντο,a n ɛː r eː p s a n t o,1
ἀνθίσταντο_1,ἀνθίσταντο,a n tʰ i s t a n t o,1
ἀνθεμίδην_1,ἀνθεμίδην,a n tʰ e m i d ɛː n,1
ἀνθεμίωνος_1,ἀνθεμίωνος,a n tʰ e m i ɔː n o s,1
ἀνθεμόεντα_1,ἀνθεμόεντα,a n tʰ e m o e n t a,2
ἀνθεμόεντι_1,ἀνθεμόεντι,a n tʰ e m o e n t i,1
ἀνθερίκων_1,ἀνθερίκων,a n tʰ e r i k ɔː n,1
ἀνθερεῶνα_1,ἀνθερεῶνα,a n tʰ e r e ɔː n a,2
ἀνθερεῶνος_1,ἀνθερεῶνος,a n tʰ e r e ɔː n o s,2
ἀνθηδόνα_1,ἀνθηδόνα,a n tʰ ɛː d o n a,1
ἀνθρακιὴν_1,ἀνθρακιὴν,a n tʰ r a k i ɛː n,1
ἀνθρώποισι_1,ἀνθρώποισι,a n tʰ r ɔː p oi s i,6
ἀνθρώποισιν_1,ἀνθρώποισιν,a n tʰ r ɔː p oi s i n,5
ἀνθρώπου_1,ἀνθρώπου,a n tʰ r ɔː p uː,2
ἀνθρώπους_1,ἀνθρώπους,a n tʰ r ɔː p uː s,11
ἀνθρώπων_1,ἀνθρώπων,a n tʰ r ɔː p ɔː n,36
ἀνιάζει_1,ἀνιάζει,a n i a z d eː,1
ἀνιάζων_1,ἀνιάζων,a n iː a z d ɔː n,1
ἀνιδρωτί_1,ἀνιδρωτί,a n i d r ɔː t iː,1
ἀνιεμένη_1,ἀνιεμένη,a n iː e m e n ɛː,1
ἀνιεῖς_1,ἀνιεῖς,a n i eː s,1
ἀνιεῖσα_1,ἀνιεῖσα,a n i eː s a,1
ἀνιηθέντα_1,ἀνιηθέντα,a n iː ɛː tʰ e n t a,1
ἀνιοῦσ’_1,ἀνιοῦσ’,a n i uː s,1
ἀνιπτόποδες_1,ἀνιπτόποδες,a n i p t o p o d e s,1
ἀνιόντα_1,ἀνιόντα,a n i o n t a,1
ἀνιόντες_1,ἀνιόντες,aː n iː o n t e s,1
ἀνιόντι_1,ἀνιόντι,a n i o n t i,1
ἀνιόντος_1,ἀνιόντος,a n i o n t o s,2
ἀνολέθρους_1,ἀνολέθρους,a n o l e tʰ r uː s,1
ἀνορούσας_1,ἀνορούσας,a n o r uː s aː s,2
ἀνουτητί_1,ἀνουτητί,a n uː t ɛː t iː,1
ἀνούτατος_1,ἀνούτατος,a n uː t a t o s,1
ἀνστάντες_1,ἀνστάντες,a n s t aː n t e z,2
ἀνστήμεναι_1,ἀνστήμεναι,a n s t ɛː m e n ai,1
ἀνστήσασ’_1,ἀνστήσασ’,a n s t ɛː s aː s,1
ἀνστήσεις_1,ἀνστήσεις,a n s t ɛː s eː s,1
ἀνστήσων_1,ἀνστήσων,a n s t ɛː s ɔː n,1
ἀνστήτην_1,ἀνστήτην,a n s t ɛː t ɛː n,1
ἀνστὰς_1,ἀνστὰς,a n s t aː s,1
ἀνστᾶσα_1,ἀνστᾶσα,a n s t aː s a,1
ἀνσχήσεσθαι_1,ἀνσχήσεσθαι,a n s kʰ ɛː s e s tʰ ai,2
ἀντάξιον_1,ἀντάξιον,a n t a k s i o n,2
ἀντάξιος_1,ἀντάξιος,a n t a k s i o s,1
ἀντήνορος_1,ἀντήνορος,a n t ɛː n o r o s,10
ἀντήνωρ_1,ἀντήνωρ,a n t ɛː n ɔː r,4
ἀντήσειε_1,ἀντήσειε,a n t ɛː s eː e,1
ἀντήσω_1,ἀντήσω,a n t ɛː s ɔː,1
ἀντί_1,ἀντί,a n t i,2
ἀντία_1,ἀντία,a n t i a,6
ἀντίβιον_1,ἀντίβιον,a n t i b i o n,4
ἀντίθεον_1,ἀντίθεον,a n t i tʰ e o n,16
ἀντίθεος_1,ἀντίθεος,a n t i tʰ e o s,1
ἀντίθεος_2,ἀντίθεος,a n t i tʰ e o z,1
ἀντίθεόν_1,ἀντίθεόν,a n t i tʰ e o n,1
ἀντίλοχε_1,ἀντίλοχε,a n t i l o kʰ e,2
ἀντίλοχον_1,ἀντίλοχον,a n t i l o kʰ o n,5
ἀντίλοχος_1,ἀντίλοχος,a n t i l o kʰ o z,24
ἀντίλοχος_2,ἀντίλοχος,a n t i l o kʰ o s,2
ἀντίλοχός_1,ἀντίλοχός,a n t i l o kʰ o s,1
ἀντίλοχ’_1,ἀντίλοχ’,a n t i l o kʰ,8
ἀντίοι_1,ἀντίοι,a n t i oi,1
ἀντίον_1,ἀντίον,a n t i o n,31
ἀντίος_1,ἀντίος,a n t i o s,15
ἀντί’_1,ἀντί’,a n t i,2
ἀντεβόλησαν_1,ἀντεβόλησαν,a n t e b o l ɛː s a n,1
ἀντεβόλησε_1,ἀντεβόλησε,a n t e b o l ɛː s e,2
ἀντεβόλησεν_1,ἀντεβόλησεν,a n t e b o l ɛː s e n,2
ἀντετόρησεν_1,ἀντετόρησεν,a n t e t o r ɛː s e n,1
ἀντεφέροντο_1,ἀντεφέροντο,a n t e pʰ e r o n t o,1
ἀντηνορίδαο_1,ἀντηνορίδαο,a n t ɛː n o r i d aː o,1
ἀντηνορίδης_1,ἀντηνορίδης,a n t ɛː n o r i d ɛː s,4
ἀντηνορίδῃ_1,ἀντηνορίδῃ,a n t ɛː n o r i d ɛːi,1
ἀντιάαν_1,ἀντιάαν,a n t i a aː n,1
ἀντιάνειραι_1,ἀντιάνειραι,a n t i a n eː r ai,1
ἀντιάσαιμεν_1,ἀντιάσαιμεν,a n t i a s ai m e n,1
ἀντιάσαντα_1,ἀντιάσαντα,a n t i a s a n t a,1
ἀντιάσαντες_1,ἀντιάσαντες,a n t i a s aː n t e s,1
ἀντιάσας_1,ἀντιάσας,a n t i a s aː s,1
ἀντιάσειε_1,ἀντιάσειε,a n t i a s eː e,1
ἀντιάσητον_1,ἀντιάσητον,a n t i a s ɛː t o n,1
ἀντιανείρας_1,ἀντιανείρας,a n t i a n eː r a s,1
ἀντιβίην_1,ἀντιβίην,a n t i b i ɛː n,3
ἀντιβίοις_1,ἀντιβίοις,a n t i b i oi s,1
ἀντιβολήσας_1,ἀντιβολήσας,a n t i b o l ɛː s aː s,4
ἀντιβολῆσαι_1,ἀντιβολῆσαι,a n t i b o l ɛː s ai,4
ἀντιθέοιο_1,ἀντιθέοιο,a n t i tʰ e oi o,3
ἀντιθέοισι_1,ἀντιθέοισι,a n t i tʰ e oi s i,1
ἀντιθέῳ_1,ἀντιθέῳ,a n t i tʰ e ɔːi,4
ἀντικρύ_1,ἀντικρύ,a n t i k r yː,2
ἀντικρὺ_1,ἀντικρὺ,a n t i k r yː,21
ἀντικρὺ_2,ἀντικρὺ,a n t i k r y,2
ἀντιλόχοιο_1,ἀντιλόχοιο,a n t i l o kʰ oi o,3
ἀντιλόχου_1,ἀντιλόχου,a n t i l o kʰ uː,2
ἀντιλόχῳ_1,ἀντιλόχῳ,a n t i l o kʰ ɔːi,5
ἀντιμάχοιο_1,ἀντιμάχοιο,a n t i m a kʰ oi o,2
ἀντιοώντων_1,ἀντιοώντων,a n t i o ɔː n t ɔː n,1
ἀντιπέραι’_1,ἀντιπέραι’,a n t i p e r ai,1
ἀντιτορήσας_1,ἀντιτορήσας,a n t i t o r ɛː s aː s,1
ἀντιφάτην_1,ἀντιφάτην,a n t i pʰ a t ɛː n,1
ἀντιφέρεσθαι_1,ἀντιφέρεσθαι,a n t i pʰ e r e s tʰ ai,2
ἀντιφερίζειν_1,ἀντιφερίζειν,a n t i pʰ e r i z d eː n,1
ἀντιφερίζεις_1,ἀντιφερίζεις,a n t i pʰ e r i z d eː s,1
ἀντιόω_1,ἀντιόω,a n t i o ɔː,2
ἀντιόωντες_1,ἀντιόωντες,a n t i o ɔː n t e s,1
ἀντιόωσα_1,ἀντιόωσα,a n t i o ɔː s a,1
ἀντιόωσι_1,ἀντιόωσι,a n t i o ɔː s i,1
ἀντιόωσιν_1,ἀντιόωσιν,a n t i o ɔː s i n,1
ἀντομένη_1,ἀντομένη,a n t o m e n ɛː,2
ἀντόμεναι_1,ἀντόμεναι,a n t o m e n ai,1
ἀντὶ_1,ἀντὶ,a n t i,5
ἀντῆνορ_1,ἀντῆνορ,a n t ɛː n o r,1
ἀνωγέμεν_1,ἀνωγέμεν,a n ɔː g e m e n,1
ἀνόρουσε_1,ἀνόρουσε,a n o r uː s e,2
ἀνόρουσεν_1,ἀνόρουσεν,a n o r uː s e n,1
ἀνύω_1,ἀνύω,a n y ɔː,1
ἀνώγει_1,ἀνώγει,a n ɔː g eː,21
ἀνώγειν_1,ἀνώγειν,a n ɔː g eː n,1
ἀνώγετον_1,ἀνώγετον,a n ɔː g e t o n,1
ἀνώγοι_1,ἀνώγοι,a n ɔː g oi,3
ἀνώγοιμι_1,ἀνώγοιμι,a n ɔː g oi m i,1
ἀνώγῃ_1,ἀνώγῃ,a n ɔː g ɛːi,4
ἀνώξομεν_1,ἀνώξομεν,a n ɔː k s o m e n,1
ἀνώχθω_1,ἀνώχθω,a n ɔː kʰ tʰ ɔː,1
ἀνώϊστον_1,ἀνώϊστον,a n ɔː i s t o n,1
ἀνὰ_1,ἀνὰ,a n a,52
ἀνὰ_2,ἀνὰ,a n aː,2
ἀνὴρ_1,ἀνὴρ,a n ɛː r,64
ἀνὴρ_2,ἀνὴρ,aː n ɛː r,12
ἀνῆγες_1,ἀνῆγες,a n ɛː g e s,1
ἀνῆκας_1,ἀνῆκας,a n ɛː k a s,1
ἀνῆκε_1,ἀνῆκε,a n ɛː k e,8
ἀνῆκεν_1,ἀνῆκεν,a n ɛː k e n,7
ἀνῷγεν_1,ἀνῷγεν,a n ɔːi g e n,1
ἀν’_1,ἀν’,a n,14
ἀξέμεν_1,ἀξέμεν,a k s e m e n,3
ἀξίνην_1,ἀξίνην,a k s iː n ɛː n,1
ἀξίνῃσι_1,ἀξίνῃσι,a k s iː n ɛːi s i,1
ἀξιοῦ_1,ἀξιοῦ,a k s i uː,5
ἀξύλῳ_1,ἀξύλῳ,a k s y l ɔːi,1
ἀοίδιμοι_1,ἀοίδιμοι,a oi d i m oi,1
ἀοιδήν_1,ἀοιδήν,a oi d ɛː n,1
ἀοιδοὺς_1,ἀοιδοὺς,a oi d uː s,1
ἀοιδὴν_1,ἀοιδὴν,a oi d ɛː n,2
ἀοιδῆς_1,ἀοιδῆς,a oi d ɛː s,1
ἀολλέας_1,ἀολλέας,a o l l e a s,1
ἀολλέες_1,ἀολλέες,a o l l e e s,17
ἀολλίσθησαν_1,ἀολλίσθησαν,a o l l i s tʰ ɛː s a n,1
ἀολλίσσασα_1,ἀολλίσσασα,a o l l i s s aː s a,1
ἀολλισθήμεναι_1,ἀολλισθήμεναι,a o l l i s tʰ ɛː m e n ai,1
ἀορτήρεσσιν_1,ἀορτήρεσσιν,a o r t ɛː r e s s i n,1
ἀοσσητὴρ_1,ἀοσσητὴρ,a o s s ɛː t ɛː r,1
ἀοσσητῆρα_1,ἀοσσητῆρα,a o s s ɛː t ɛː r a,1
ἀοσσητῆρας_1,ἀοσσητῆρας,a o s s ɛː t ɛː r a s,1
ἀπάλαμνος_1,ἀπάλαμνος,a p a l a m n o s,1
ἀπάνευθε_1,ἀπάνευθε,a p a n eu tʰ e,17
ἀπάνευθεν_1,ἀπάνευθεν,a p a n eu tʰ e n,3
ἀπάνευθ’_1,ἀπάνευθ’,a p a n eu tʰ,2
ἀπάξειν_1,ἀπάξειν,a p a k s eː n,1
ἀπάτερθε_1,ἀπάτερθε,a p a t e r tʰ e,2
ἀπάτην_1,ἀπάτην,a p a t ɛː n,2
ἀπάτης_1,ἀπάτης,a p a t ɛː s,1
ἀπάτησεν_1,ἀπάτησεν,a p a t ɛː s e n,1
ἀπέβη_1,ἀπέβη,a p e b ɛː,12
ἀπέδυσε_1,ἀπέδυσε,a p e d yː s e,2
ἀπέδωκε_1,ἀπέδωκε,a p e d ɔː k e,2
ἀπέδωχ’_1,ἀπέδωχ’,a p e d ɔː kʰ,1
ἀπέειπε_1,ἀπέειπε,a p e eː p e,2
ἀπέειπεν_1,ἀπέειπεν,a p e eː p e n,1
ἀπέεργεν_1,ἀπέεργεν,a p e e r g e n,1
ἀπέην_1,ἀπέην,a p e ɛː n,1
ἀπέκοψε_1,ἀπέκοψε,a p e k o p s e,2
ἀπέκρυψεν_1,ἀπέκρυψεν,a p e k r y p s e n,1
ἀπέκτανε_1,ἀπέκτανε,a p e k t a n e,3
ἀπέκτατο_1,ἀπέκτατο,a p e k t a t o,2
ἀπέκτεινεν_1,ἀπέκτεινεν,a p e k t eː n e n,1
ἀπέλαμπεν_1,ἀπέλαμπεν,a p e l a m p e n,2
ἀπέλαμπ’_1,ἀπέλαμπ’,a p e l a m p,1
ἀπέλεθρον_1,ἀπέλεθρον,a p e l e tʰ r o n,3
ἀπέληγε_1,ἀπέληγε,a p e l ɛː g e,2
ἀπέλυσας_1,ἀπέλυσας,a p e l yː s a s,1
ἀπέλυσε_1,ἀπέλυσε,a p e l yː s e,2
ἀπέλυσεν_1,ἀπέλυσεν,a p e l yː s e n,1
ἀπέμεσσεν_1,ἀπέμεσσεν,a p e m e s s e n,1
ἀπένεικας_1,ἀπένεικας,a p e n eː k a s,2
ἀπέπαυσαν_1,ἀπέπαυσαν,a p e p au s a n,1
ἀπέπαυσε_1,ἀπέπαυσε,a p e p au s e,1
ἀπέπεμπεν_1,ἀπέπεμπεν,a p e p e m p e n,1
ἀπέσσεσθαι_1,ἀπέσσεσθαι,a p e s s e s tʰ ai,1
ἀπέσσυτο_1,ἀπέσσυτο,a p e s s y t o,1
ἀπέστη_1,ἀπέστη,a p e s t ɛː,1
ἀπέταμνε_1,ἀπέταμνε,a p e t a m n e,1
ἀπέτισαν_1,ἀπέτισαν,a p e t iː s a n,1
ἀπέτραπε_1,ἀπέτραπε,a p e t r a p e,2
ἀπέχθηαι_1,ἀπέχθηαι,a p e kʰ tʰ ɛː ai,1
ἀπέχθωνται_1,ἀπέχθωνται,a p e kʰ tʰ ɔː n t ai,1
ἀπέχονται_1,ἀπέχονται,a p e kʰ o n t ai,2
ἀπήγαγε_1,ἀπήγαγε,a p ɛː g a g e,1
ἀπήμβροτε_1,ἀπήμβροτε,a p ɛː m b r o t e,2
ἀπήμβροτεν_1,ἀπήμβροτεν,a p ɛː m b r o t e n,1
ἀπήμονά_1,ἀπήμονά,a p ɛː m o n a,1
ἀπήμονας_1,ἀπήμονας,a p ɛː m o n a s,1
ἀπήμονες_1,ἀπήμονες,a p ɛː m o n e s,1
ἀπήμυνεν_1,ἀπήμυνεν,a p ɛː m yː n e n,1
ἀπήμων_1,ἀπήμων,a p ɛː m ɔː n,3
ἀπήνην_1,ἀπήνην,a p ɛː n ɛː n,2
ἀπήνης_1,ἀπήνης,a p ɛː n ɛː s,3
ἀπήνῃ_1,ἀπήνῃ,a p ɛː n ɛːi,1
ἀπήραξεν_1,ἀπήραξεν,a p ɛː r a k s e n,1
ἀπήχθετο_1,ἀπήχθετο,a p ɛː kʰ tʰ e t o,5
ἀπίης_1,ἀπίης,a p i ɛː z,2
ἀπίθησε_1,ἀπίθησε,a p i tʰ ɛː s e,20
ἀπίθησεν_1,ἀπίθησεν,a p i tʰ ɛː s e n,7
ἀπίθησ’_1,ἀπίθησ’,a p i tʰ ɛː s,1
ἀπαΐξας_1,ἀπαΐξας,a p aː i k s aː s,1
ἀπαίνυτο_1,ἀπαίνυτο,a p ai n y t o,1
ἀπαγγέλλεσκε_1,ἀπαγγέλλεσκε,a p a ŋ g e l l e s k e,1
ἀπαγγείλειε_1,ἀπαγγείλειε,a p a ŋ g eː l eː e,1
ἀπαγγεῖλαι_1,ἀπαγγεῖλαι,a p a ŋ g eː l ai,1
ἀπαινύμενον_1,ἀπαινύμενον,a p ai n y m e n o n,2
ἀπαισοῦ_1,ἀπαισοῦ,a p ai s uː,1
ἀπαλάλκοι_1,ἀπαλάλκοι,a p a l a l k oi,1
ἀπαλεξήσαιμι_1,ἀπαλεξήσαιμι,a p a l e k s ɛː s ai m i,1
ἀπαλθήσεσθον_1,ἀπαλθήσεσθον,a p a l tʰ ɛː s e s tʰ o n,2
ἀπαμήσειε_1,ἀπαμήσειε,a p aː m ɛː s eː e,1
ἀπαμείβετο_1,ἀπαμείβετο,a p a m eː b e t o,1
ἀπαμειβόμενος_1,ἀπαμειβόμενος,a p a m eː b o m e n o s,1
ἀπαμύνασθαι_1,ἀπαμύνασθαι,a p a m yː n a s tʰ ai,1
ἀπαρέσσασθαι_1,ἀπαρέσσασθαι,a p a r e s s a s tʰ ai,1
ἀπατάων_1,ἀπατάων,a p a t aː ɔː n,1
ἀπατηλὸν_1,ἀπατηλὸν,a p a t ɛː l o n,1
ἀπείλει_1,ἀπείλει,a p eː l eː,1
ἀπείλεον_1,ἀπείλεον,a p eː l e o n,1
ἀπείλησαν_1,ἀπείλησαν,a p eː l ɛː s aː n,1
ἀπείρητος_1,ἀπείρητος,a p eː r ɛː t o s,1
ἀπείρονα_1,ἀπείρονα,a p eː r o n a,3
ἀπείρων_1,ἀπείρων,a p eː r ɔː n,2
ἀπεβήσετο_1,ἀπεβήσετο,a p e b ɛː s e t o,4
ἀπεβήτην_1,ἀπεβήτην,a p e b ɛː t ɛː n,1
ἀπεδέξατ’_1,ἀπεδέξατ’,a p e d e k s a t,1
ἀπειλάων_1,ἀπειλάων,a p eː l aː ɔː n,2
ἀπειλήσας_1,ἀπειλήσας,a p eː l ɛː s aː z,2
ἀπειλήσας_2,ἀπειλήσας,a p eː l ɛː s aː s,3
ἀπειλήσει_1,ἀπειλήσει,a p eː l ɛː s eː,1
ἀπειλήσω_1,ἀπειλήσω,a p eː l ɛː s ɔː,2
ἀπειλαὶ_1,ἀπειλαὶ,a p eː l ai,2
ἀπειλεῖς_1,ἀπειλεῖς,a p eː l eː s,1
ἀπειλεῖτε_1,ἀπειλεῖτε,a p eː l eː t e,1
ἀπειλητῆρες_1,ἀπειλητῆρες,a p eː l ɛː t ɛː r e s,1
ἀπειλὰς_1,ἀπειλὰς,a p eː l aː s,1
ἀπειπόντος_1,ἀπειπόντος,a p eː p o n t o z,1
ἀπειρεσίην_1,ἀπειρεσίην,a p eː r e s i ɛː n,1
ἀπεκείρατο_1,ἀπεκείρατο,a p e k eː r a t o,1
ἀπεκρέμασεν_1,ἀπεκρέμασεν,a p e k r e m a s e n,1
ἀπελήλυθα_1,ἀπελήλυθα,a p e l ɛː l y tʰ a,1
ἀπεμνήσαντο_1,ἀπεμνήσαντο,a p e m n ɛː s a n t o,1
ἀπεμυθεόμην_1,ἀπεμυθεόμην,a p e m yː tʰ e o m ɛː n,1
ἀπενίζοντο_1,ἀπενίζοντο,a p e n i z d o n t o,1
ἀπερείσια_1,ἀπερείσια,a p e r eː s i a,1
ἀπερείσι’_1,ἀπερείσι’,a p e r eː s i,6
ἀπερωήσειας_1,ἀπερωήσειας,a p e r ɔː ɛː s eː a s,1
ἀπερωεύς_1,ἀπερωεύς,a p e r ɔː eu s,1
ἀπερύκοι_1,ἀπερύκοι,a p e r yː k oi,1
ἀπεσκέδασεν_1,ἀπεσκέδασεν,a p e s k e d a s e n,1
ἀπεσσύμενον_1,ἀπεσσύμενον,a p e s s y m e n o n,1
ἀπεστυφέλιξαν_1,ἀπεστυφέλιξαν,a p e s t y pʰ e l i k s a n,1
ἀπεστυφέλιξεν_1,ἀπεστυφέλιξεν,a p e s t y pʰ e l i k s e n,1
ἀπετράπετ’_1,ἀπετράπετ’,a p e t r a p e t,2
ἀπετρωπῶντο_1,ἀπετρωπῶντο,a p e t r ɔː p ɔː n t o,1
ἀπεχθέσθαι_1,ἀπεχθέσθαι,a p e kʰ tʰ e s tʰ ai,1
ἀπεψύχοντο_1,ἀπεψύχοντο,a p e p s yː kʰ o n t o,2
ἀπεόντος_1,ἀπεόντος,a p e o n t o s,1
ἀπεόντων_1,ἀπεόντων,a p e o n t ɔː n,1
ἀπηλεγέως_1,ἀπηλεγέως,a p ɛː l e g e ɔː s,1
ἀπηλοίησεν_1,ἀπηλοίησεν,a p ɛː l oi ɛː s e n,1
ἀπηνέα_1,ἀπηνέα,a p ɛː n e a,1
ἀπηνέος_1,ἀπηνέος,a p ɛː n e o s,1
ἀπηνήναντο_1,ἀπηνήναντο,a p ɛː n ɛː n a n t o,1
ἀπηνής_1,ἀπηνής,a p ɛː n ɛː s,4
ἀπητίμησε_1,ἀπητίμησε,a p ɛː t iː m ɛː s e,1
ἀπηύρα_1,ἀπηύρα,a p ɛːu r aː,15
ἀπηύρας_1,ἀπηύρας,a p ɛːu r a s,1
ἀπηύρων_1,ἀπηύρων,a p ɛːu r ɔː n,5
ἀπιθήσει_1,ἀπιθήσει,a p i tʰ ɛː s eː,1
ἀπιθήσω_1,ἀπιθήσω,a p i tʰ ɛː s ɔː,1
ἀπινύσσων_1,ἀπινύσσων,a p i n y s s ɔː n,1
ἀπισάονα_1,ἀπισάονα,a p i s aː o n a,2
ἀπισάονος_1,ἀπισάονος,a p i s aː o n o s,1
ἀπιόντα_1,ἀπιόντα,a p i o n t a,1
ἀπιόντος_1,ἀπιόντος,a p i o n t o s,3
ἀπιὼν_1,ἀπιὼν,a p i ɔː n,1
ἀποέργαθε_1,ἀποέργαθε,a p o e r g a tʰ e,1
ἀποέρσειε_1,ἀποέρσειε,a p o e r s eː e,1
ἀποέρσῃ_1,ἀποέρσῃ,a p o e r s ɛːi,1
ἀποίνων_1,ἀποίνων,a p oi n ɔː n,1
ἀποίσειν_1,ἀποίσειν,a p oi s eː n,1
ἀποίσετον_1,ἀποίσετον,a p oi s e t o n,1
ἀποίχεαι_1,ἀποίχεαι,a p oi kʰ e ai,1
ἀποίχονται_1,ἀποίχονται,a p oi kʰ o n t ai,1
ἀποαίνυμαι_1,ἀποαίνυμαι,a p o ai n y m ai,1
ἀποαίρεο_1,ἀποαίρεο,a p o ai r e o,1
ἀποαιρεῖσθαι_1,ἀποαιρεῖσθαι,a p o ai r eː s tʰ ai,1
ἀποβάντες_1,ἀποβάντες,a p o b a n t e s,1
ἀποβήσομαι_1,ἀποβήσομαι,a p o b ɛː s o m ai,2
ἀποβλύζων_1,ἀποβλύζων,a p o b l y z d ɔː n,1
ἀποδάσσεσθαι_1,ἀποδάσσεσθαι,a p o d a s s e s tʰ ai,1
ἀποδάσσομαι_1,ἀποδάσσομαι,a p o d a s s o m ai,2
ἀποδειροτομήσειν_1,ἀποδειροτομήσειν,a p o d eː r o t o m ɛː s eː n,1
ἀποδειροτομήσω_1,ἀποδειροτομήσω,a p o d eː r o t o m ɛː s ɔː,1
ἀποδοῦναι_1,ἀποδοῦναι,a p o d uː n ai,3
ἀποδρύφοι_1,ἀποδρύφοι,a p o d r y pʰ oi,2
ἀποδώσω_1,ἀποδώσω,a p o d ɔː s ɔː,2
ἀποείποι_1,ἀποείποι,a p o eː p oi,1
ἀποείπῃ_1,ἀποείπῃ,a p o eː p ɛːi,1
ἀποειπεῖν_1,ἀποειπεῖν,a p o eː p eː n,1
ἀποειπὼν_1,ἀποειπὼν,a p o eː p ɔː n,1
ἀποθέσθαι_1,ἀποθέσθαι,a p o tʰ e s tʰ ai,1
ἀποθείομαι_1,ἀποθείομαι,a p o tʰ eː o m ai,1
ἀποθρῴσκοντα_1,ἀποθρῴσκοντα,a p o tʰ r ɔːi s k o n t a,1
ἀποθρῴσκων_1,ἀποθρῴσκων,a p o tʰ r ɔːi s k ɔː n,1
ἀποθύμια_1,ἀποθύμια,a p o tʰ yː m i a,1
ἀποκινήσασκε_1,ἀποκινήσασκε,a p o k iː n ɛː s a s k e,1
ἀποκρινθέντε_1,ἀποκρινθέντε,a p o k r i n tʰ e n t e,1
ἀποκρύψαι_1,ἀποκρύψαι,a p o k r y p s ai,1
ἀποκτάμεν_1,ἀποκτάμεν,a p o k t a m e n,1
ἀποκτάμεναι_1,ἀποκτάμεναι,a p o k t a m e n ai,1
ἀποκταμένοιο_1,ἀποκταμένοιο,a p o k t a m e n oi o,2
ἀποκταμένων_1,ἀποκταμένων,a p o k t a m e n ɔː n,1
ἀποκτείνων_1,ἀποκτείνων,a p o k t eː n ɔː n,2
ἀποκόψειν_1,ἀποκόψειν,a p o k o p s eː n,1
ἀπολέσθαι_1,ἀπολέσθαι,a p o l e s tʰ ai,12
ἀπολέσθω_1,ἀπολέσθω,a p o l e s tʰ ɔː,1
ἀπολήγει_1,ἀπολήγει,a p o l ɛː g eː,3
ἀπολείπουσιν_1,ἀπολείπουσιν,a p o l eː p uː s i n,1
ἀπολεψέμεν_1,ἀπολεψέμεν,a p o l e p s e m e n,1
ἀπολιχμήσονται_1,ἀπολιχμήσονται,a p o l i kʰ m ɛː s o n t ai,1
ἀπολλήξῃς_1,ἀπολλήξῃς,a p o l l ɛː k s ɛːi s,1
ἀπολλυμένους_1,ἀπολλυμένους,a p o l l y m e n uː s,1
ἀπολοίμην_1,ἀπολοίμην,a p o l oi m ɛː n,1
ἀπολυμαίνεσθαι_1,ἀπολυμαίνεσθαι,a p o l yː m ai n e s tʰ ai,1
ἀπολύσομεν_1,ἀπολύσομεν,a p o l yː s o m e n,1
ἀπομηνίσαντος_1,ἀπομηνίσαντος,a p o m ɛː n iː s aː n t o s,2
ἀπομηνίσας_1,ἀπομηνίσας,a p o m ɛː n iː s aː s,2
ἀπομόργνυ_1,ἀπομόργνυ,a p o m o r g n y,2
ἀπομόρξατο_1,ἀπομόρξατο,a p o m o r k s a t o,1
